Pressure : 1008.13301 hPa,  Temp : 31.07778 deg,  Hum : 66.02709 pct  
Pressure : 1007.96688 hPa,  Temp : 30.69996 deg,  Hum : 67.79052 pct  
Pressure : 1008.07960 hPa,  Temp : 30.69996 deg,  Hum : 67.44671 pct  
Pressure : 1008.02211 hPa,  Temp : 30.75102 deg,  Hum : 67.55450 pct  
Pressure : 1008.07618 hPa,  Temp : 30.85313 deg,  Hum : 67.20467 pct  
Pressure : 1008.06867 hPa,  Temp : 30.93482 deg,  Hum : 67.18008 pct  
Pressure : 1007.96660 hPa,  Temp : 30.83781 deg,  Hum : 66.58580 pct  
Pressure : 1008.02614 hPa,  Temp : 30.82250 deg,  Hum : 66.81235 pct  
Pressure : 1008.04081 hPa,  Temp : 30.79697 deg,  Hum : 67.25983 pct  
Pressure : 1008.07184 hPa,  Temp : 30.91950 deg,  Hum : 66.94015 pct  
Pressure : 1008.11037 hPa,  Temp : 30.96035 deg,  Hum : 66.28334 pct  
Pressure : 1008.02580 hPa,  Temp : 30.96035 deg,  Hum : 66.31834 pct  
Pressure : 1008.07781 hPa,  Temp : 31.02672 deg,  Hum : 66.15856 pct  
Pressure : 1008.01704 hPa,  Temp : 31.09310 deg,  Hum : 66.13877 pct  
Pressure : 1007.98443 hPa,  Temp : 31.15947 deg,  Hum : 66.30572 pct  
Pressure : 1008.07294 hPa,  Temp : 31.23095 deg,  Hum : 66.13446 pct  
Pressure : 1007.99276 hPa,  Temp : 31.16458 deg,  Hum : 66.04338 pct  
Pressure : 1008.03053 hPa,  Temp : 31.11862 deg,  Hum : 65.69662 pct  
Pressure : 1008.05873 hPa,  Temp : 31.11862 deg,  Hum : 65.72580 pct  
Pressure : 1008.06828 hPa,  Temp : 31.07267 deg,  Hum : 65.70005 pct  
Pressure : 1007.94200 hPa,  Temp : 31.04715 deg,  Hum : 66.15966 pct  
Pressure : 1008.00991 hPa,  Temp : 31.03693 deg,  Hum : 66.51498 pct  
Pressure : 1007.97337 hPa,  Temp : 31.03183 deg,  Hum : 66.13550 pct  
Pressure : 1007.97655 hPa,  Temp : 31.01651 deg,  Hum : 66.46137 pct  
Pressure : 1007.98093 hPa,  Temp : 30.95014 deg,  Hum : 66.31779 pct  
Pressure : 1007.95075 hPa,  Temp : 30.91440 deg,  Hum : 66.50249 pct  
Pressure : 1007.97775 hPa,  Temp : 30.96546 deg,  Hum : 66.82605 pct  
Pressure : 1008.03096 hPa,  Temp : 30.98077 deg,  Hum : 66.53526 pct  
Pressure : 1007.93407 hPa,  Temp : 30.90419 deg,  Hum : 66.59525 pct  
Pressure : 1007.93123 hPa,  Temp : 30.78165 deg,  Hum : 66.64687 pct  
Pressure : 1008.02437 hPa,  Temp : 30.64891 deg,  Hum : 67.10584 pct  
Pressure : 1007.93870 hPa,  Temp : 30.69996 deg,  Hum : 67.06789 pct  
Pressure : 1007.99619 hPa,  Temp : 30.64891 deg,  Hum : 67.51957 pct  
Pressure : 1007.95560 hPa,  Temp : 30.57232 deg,  Hum : 67.74826 pct  
Pressure : 1008.01509 hPa,  Temp : 30.55701 deg,  Hum : 67.66000 pct  
Pressure : 1008.06200 hPa,  Temp : 30.60296 deg,  Hum : 67.40044 pct  
Pressure : 1007.92000 hPa,  Temp : 30.65401 deg,  Hum : 67.38001 pct  
Pressure : 1007.93352 hPa,  Temp : 30.67954 deg,  Hum : 67.21828 pct  
Pressure : 1007.94299 hPa,  Temp : 30.63359 deg,  Hum : 67.39052 pct  
Pressure : 1007.92742 hPa,  Temp : 30.57232 deg,  Hum : 67.32880 pct  
Pressure : 1007.91813 hPa,  Temp : 30.48042 deg,  Hum : 67.50419 pct  
Pressure : 1007.91195 hPa,  Temp : 30.37320 deg,  Hum : 67.79509 pct  
Pressure : 1007.89633 hPa,  Temp : 30.31194 deg,  Hum : 69.28750 pct  
Pressure : 1007.99333 hPa,  Temp : 30.25067 deg,  Hum : 68.09656 pct  
Pressure : 1007.93492 hPa,  Temp : 30.21493 deg,  Hum : 68.62990 pct  
Pressure : 1007.97142 hPa,  Temp : 30.22004 deg,  Hum : 68.70004 pct  
Pressure : 1007.99229 hPa,  Temp : 30.30172 deg,  Hum : 68.77474 pct  
Pressure : 1008.01940 hPa,  Temp : 30.35278 deg,  Hum : 68.25969 pct  
Pressure : 1007.94846 hPa,  Temp : 30.37831 deg,  Hum : 68.32522 pct  
Pressure : 1008.02982 hPa,  Temp : 30.39363 deg,  Hum : 68.00588 pct  
Pressure : 1008.00686 hPa,  Temp : 30.41405 deg,  Hum : 68.61260 pct  
Pressure : 1008.06112 hPa,  Temp : 30.37831 deg,  Hum : 68.23789 pct  
Pressure : 1007.96927 hPa,  Temp : 30.46000 deg,  Hum : 68.40570 pct  
Pressure : 1008.00470 hPa,  Temp : 30.51616 deg,  Hum : 68.64776 pct  
Pressure : 1007.89721 hPa,  Temp : 30.53658 deg,  Hum : 68.15977 pct  
Pressure : 1008.08716 hPa,  Temp : 30.48042 deg,  Hum : 68.09244 pct  
Pressure : 1007.99841 hPa,  Temp : 30.54679 deg,  Hum : 68.32344 pct  
Pressure : 1007.98487 hPa,  Temp : 30.52127 deg,  Hum : 68.05986 pct  
Pressure : 1007.98172 hPa,  Temp : 30.53658 deg,  Hum : 68.29372 pct  
Pressure : 1007.93057 hPa,  Temp : 30.55701 deg,  Hum : 69.26162 pct  
Pressure : 1007.95560 hPa,  Temp : 30.57232 deg,  Hum : 67.94049 pct  
Pressure : 1007.91481 hPa,  Temp : 30.63359 deg,  Hum : 68.12462 pct  
Pressure : 1007.98356 hPa,  Temp : 30.71017 deg,  Hum : 67.93678 pct  
Pressure : 1007.92202 hPa,  Temp : 30.68975 deg,  Hum : 68.04049 pct  
Pressure : 1007.89700 hPa,  Temp : 30.67443 deg,  Hum : 66.43699 pct  
Pressure : 1007.88348 hPa,  Temp : 30.64891 deg,  Hum : 67.63028 pct  
Pressure : 1007.96598 hPa,  Temp : 30.61317 deg,  Hum : 68.39140 pct  
Pressure : 1007.91481 hPa,  Temp : 30.63359 deg,  Hum : 68.56152 pct  
Pressure : 1007.92000 hPa,  Temp : 30.65401 deg,  Hum : 68.49865 pct  
Pressure : 1007.93983 hPa,  Temp : 30.64891 deg,  Hum : 69.33124 pct  
Pressure : 1007.98469 hPa,  Temp : 30.65912 deg,  Hum : 68.36496 pct  
Pressure : 1007.98356 hPa,  Temp : 30.71017 deg,  Hum : 67.70370 pct  
Pressure : 1008.08997 hPa,  Temp : 30.74081 deg,  Hum : 67.28582 pct  
Pressure : 1008.04195 hPa,  Temp : 30.74591 deg,  Hum : 67.46096 pct  
Pressure : 1008.04624 hPa,  Temp : 30.67954 deg,  Hum : 66.98516 pct  
Pressure : 1007.97117 hPa,  Temp : 30.63359 deg,  Hum : 67.32642 pct  
Pressure : 1007.93057 hPa,  Temp : 30.55701 deg,  Hum : 67.33959 pct  
Pressure : 1007.91293 hPa,  Temp : 30.46000 deg,  Hum : 67.56710 pct  
Pressure : 1007.84521 hPa,  Temp : 30.33236 deg,  Hum : 68.00234 pct  
Pressure : 1007.90259 hPa,  Temp : 30.28130 deg,  Hum : 68.24387 pct  
Pressure : 1007.89216 hPa,  Temp : 30.24046 deg,  Hum : 68.38116 pct  
Pressure : 1007.96308 hPa,  Temp : 30.21493 deg,  Hum : 68.55425 pct  
Pressure : 1007.85460 hPa,  Temp : 30.14856 deg,  Hum : 68.77142 pct  
Pressure : 1007.93173 hPa,  Temp : 30.09240 deg,  Hum : 68.64590 pct  
Pressure : 1007.94108 hPa,  Temp : 30.04645 deg,  Hum : 69.01545 pct  
Pressure : 1007.89835 hPa,  Temp : 30.07197 deg,  Hum : 69.07515 pct  
Pressure : 1007.89312 hPa,  Temp : 30.05155 deg,  Hum : 68.99830 pct  
Pressure : 1007.93273 hPa,  Temp : 30.04134 deg,  Hum : 68.95116 pct  
Pressure : 1007.84828 hPa,  Temp : 30.04134 deg,  Hum : 68.67777 pct  
Pressure : 1007.92750 hPa,  Temp : 30.02092 deg,  Hum : 69.04880 pct  
Pressure : 1007.94829 hPa,  Temp : 29.96476 deg,  Hum : 69.76645 pct  
Pressure : 1007.96692 hPa,  Temp : 29.87286 deg,  Hum : 69.42939 pct  
Pressure : 1007.94187 hPa,  Temp : 29.85754 deg,  Hum : 69.11452 pct  
Pressure : 1007.91683 hPa,  Temp : 29.84222 deg,  Hum : 69.32869 pct  
Pressure : 1007.97406 hPa,  Temp : 29.79117 deg,  Hum : 69.39532 pct  
Pressure : 1008.01983 hPa,  Temp : 29.75032 deg,  Hum : 69.93911 pct  
Pressure : 1007.94778 hPa,  Temp : 29.68905 deg,  Hum : 69.76097 pct  
Pressure : 1007.93325 hPa,  Temp : 29.71458 deg,  Hum : 70.04147 pct  
Pressure : 1008.00313 hPa,  Temp : 29.74011 deg,  Hum : 70.10117 pct  
Pressure : 1007.95736 hPa,  Temp : 29.78095 deg,  Hum : 70.05144 pct  
Pressure : 1007.88654 hPa,  Temp : 29.80648 deg,  Hum : 69.85544 pct  
Pressure : 1007.97621 hPa,  Temp : 29.82691 deg,  Hum : 70.03107 pct  
Pressure : 1008.00745 hPa,  Temp : 29.81159 deg,  Hum : 70.01268 pct  
Pressure : 1007.99385 hPa,  Temp : 29.78606 deg,  Hum : 70.01689 pct  
Pressure : 1007.93663 hPa,  Temp : 29.83712 deg,  Hum : 69.77597 pct  
Pressure : 1008.01486 hPa,  Temp : 29.86775 deg,  Hum : 69.63836 pct  
Pressure : 1007.90753 hPa,  Temp : 29.88817 deg,  Hum : 70.02328 pct  
Pressure : 1007.92111 hPa,  Temp : 29.91370 deg,  Hum : 70.01907 pct  
Pressure : 1007.91703 hPa,  Temp : 29.98007 deg,  Hum : 69.73251 pct  
Pressure : 1007.95042 hPa,  Temp : 30.00049 deg,  Hum : 69.58259 pct  
Pressure : 1007.98592 hPa,  Temp : 30.05666 deg,  Hum : 69.65583 pct  
Pressure : 1007.85772 hPa,  Temp : 30.13324 deg,  Hum : 69.19520 pct  
Pressure : 1007.89110 hPa,  Temp : 30.15366 deg,  Hum : 69.01609 pct  
Pressure : 1007.95576 hPa,  Temp : 30.15877 deg,  Hum : 68.61493 pct  
Pressure : 1007.81078 hPa,  Temp : 30.08729 deg,  Hum : 68.20342 pct  
Pressure : 1007.78363 hPa,  Temp : 30.03623 deg,  Hum : 68.48550 pct  
Pressure : 1007.89510 hPa,  Temp : 29.94944 deg,  Hum : 68.50944 pct  
Pressure : 1007.69284 hPa,  Temp : 29.92902 deg,  Hum : 68.78157 pct  
Pressure : 1007.74390 hPa,  Temp : 29.90859 deg,  Hum : 68.71057 pct  
Pressure : 1007.95857 hPa,  Temp : 29.86775 deg,  Hum : 68.83605 pct  
Pressure : 1008.01486 hPa,  Temp : 29.86775 deg,  Hum : 69.45815 pct  
Pressure : 1007.94091 hPa,  Temp : 29.90859 deg,  Hum : 69.80947 pct  
Pressure : 1007.93781 hPa,  Temp : 29.92391 deg,  Hum : 69.56043 pct  
Pressure : 1007.92946 hPa,  Temp : 29.91881 deg,  Hum : 69.86243 pct  
Pressure : 1007.91490 hPa,  Temp : 29.94433 deg,  Hum : 69.94541 pct  
Pressure : 1007.88676 hPa,  Temp : 29.94433 deg,  Hum : 69.63146 pct  
Pressure : 1007.98886 hPa,  Temp : 29.90349 deg,  Hum : 70.66360 pct  
Pressure : 1007.83454 hPa,  Temp : 29.87796 deg,  Hum : 70.11564 pct  
Pressure : 1007.88773 hPa,  Temp : 29.89328 deg,  Hum : 70.10498 pct  
Pressure : 1007.82833 hPa,  Temp : 29.90859 deg,  Hum : 69.88505 pct  
Pressure : 1007.82212 hPa,  Temp : 29.93923 deg,  Hum : 69.99160 pct  
Pressure : 1007.95761 hPa,  Temp : 29.91881 deg,  Hum : 69.81011 pct  
Pressure : 1007.97526 hPa,  Temp : 29.87796 deg,  Hum : 69.52272 pct  
Pressure : 1007.96167 hPa,  Temp : 29.85243 deg,  Hum : 69.53278 pct  
Pressure : 1007.92208 hPa,  Temp : 29.86264 deg,  Hum : 69.68455 pct  
Pressure : 1007.96381 hPa,  Temp : 29.88817 deg,  Hum : 69.83727 pct  
Pressure : 1007.83765 hPa,  Temp : 29.86264 deg,  Hum : 69.57991 pct  
Pressure : 1007.85744 hPa,  Temp : 29.85754 deg,  Hum : 69.71330 pct  
Pressure : 1007.86579 hPa,  Temp : 29.86264 deg,  Hum : 69.64967 pct  
Pressure : 1007.84599 hPa,  Temp : 29.86775 deg,  Hum : 69.69068 pct  
Pressure : 1007.97836 hPa,  Temp : 29.86264 deg,  Hum : 69.64967 pct  
Pressure : 1007.91373 hPa,  Temp : 29.85754 deg,  Hum : 69.82955 pct  
Pressure : 1007.91683 hPa,  Temp : 29.84222 deg,  Hum : 69.67747 pct  
Pressure : 1007.91253 hPa,  Temp : 29.77074 deg,  Hum : 69.90552 pct  
Pressure : 1007.90511 hPa,  Temp : 29.71458 deg,  Hum : 69.69282 pct  
Pressure : 1008.00220 hPa,  Temp : 29.79117 deg,  Hum : 69.99396 pct  
Pressure : 1007.90418 hPa,  Temp : 29.76564 deg,  Hum : 69.94007 pct  
Pressure : 1007.85100 hPa,  Temp : 29.75032 deg,  Hum : 70.11344 pct  
Pressure : 1007.79472 hPa,  Temp : 29.75032 deg,  Hum : 70.35167 pct  
Pressure : 1007.81142 hPa,  Temp : 29.76053 deg,  Hum : 70.51501 pct  
Pressure : 1007.94067 hPa,  Temp : 29.77074 deg,  Hum : 70.91074 pct  
Pressure : 1007.76563 hPa,  Temp : 29.80138 deg,  Hum : 71.24969 pct  
Pressure : 1007.90108 hPa,  Temp : 29.78095 deg,  Hum : 70.64995 pct  
Pressure : 1007.81666 hPa,  Temp : 29.78095 deg,  Hum : 70.84168 pct  
Pressure : 1007.84790 hPa,  Temp : 29.76564 deg,  Hum : 70.46304 pct  
Pressure : 1007.87914 hPa,  Temp : 29.75032 deg,  Hum : 70.68285 pct  
Pressure : 1007.87388 hPa,  Temp : 29.72990 deg,  Hum : 70.68735 pct  
Pressure : 1007.86244 hPa,  Temp : 29.74011 deg,  Hum : 70.74610 pct  
Pressure : 1007.81761 hPa,  Temp : 29.72990 deg,  Hum : 69.89135 pct  
Pressure : 1007.81545 hPa,  Temp : 29.69416 deg,  Hum : 70.05762 pct  
Pressure : 1007.89242 hPa,  Temp : 29.63800 deg,  Hum : 70.23418 pct  
Pressure : 1007.81729 hPa,  Temp : 29.59205 deg,  Hum : 70.16738 pct  
Pressure : 1007.85158 hPa,  Temp : 29.56142 deg,  Hum : 70.41520 pct  
Pressure : 1007.84850 hPa,  Temp : 29.57673 deg,  Hum : 70.80529 pct  
Pressure : 1007.91529 hPa,  Temp : 29.61758 deg,  Hum : 70.33745 pct  
Pressure : 1007.87264 hPa,  Temp : 29.64310 deg,  Hum : 70.12412 pct  
Pressure : 1007.88007 hPa,  Temp : 29.69927 deg,  Hum : 70.42977 pct  
Pressure : 1007.99169 hPa,  Temp : 29.75032 deg,  Hum : 70.81066 pct  
Pressure : 1008.00220 hPa,  Temp : 29.79117 deg,  Hum : 70.27291 pct  
Pressure : 1008.01486 hPa,  Temp : 29.86775 deg,  Hum : 70.21381 pct  
Pressure : 1007.96595 hPa,  Temp : 29.92391 deg,  Hum : 70.18828 pct  
Pressure : 1007.91703 hPa,  Temp : 29.98007 deg,  Hum : 69.81972 pct  
Pressure : 1007.88577 hPa,  Temp : 29.99539 deg,  Hum : 69.90208 pct  
Pressure : 1007.92538 hPa,  Temp : 29.98518 deg,  Hum : 69.32579 pct  
Pressure : 1007.95565 hPa,  Temp : 30.02092 deg,  Hum : 69.54895 pct  
Pressure : 1007.95154 hPa,  Temp : 30.08729 deg,  Hum : 69.96595 pct  
Pressure : 1007.91091 hPa,  Temp : 30.14856 deg,  Hum : 69.45791 pct  
Pressure : 1008.02774 hPa,  Temp : 30.22004 deg,  Hum : 69.01427 pct  
Pressure : 1008.01002 hPa,  Temp : 30.26088 deg,  Hum : 68.85960 pct  
Pressure : 1007.98603 hPa,  Temp : 30.33236 deg,  Hum : 69.13743 pct  
Pressure : 1008.03296 hPa,  Temp : 30.37831 deg,  Hum : 68.91319 pct  
Pressure : 1007.99852 hPa,  Temp : 30.40894 deg,  Hum : 68.83935 pct  
Pressure : 1007.92550 hPa,  Temp : 30.39873 deg,  Hum : 68.42539 pct  
Pressure : 1007.91088 hPa,  Temp : 30.42426 deg,  Hum : 68.69472 pct  
Pressure : 1007.95887 hPa,  Temp : 30.41915 deg,  Hum : 68.59544 pct  
Pressure : 1007.90567 hPa,  Temp : 30.40384 deg,  Hum : 68.51303 pct  
Pressure : 1007.90253 hPa,  Temp : 30.41915 deg,  Hum : 68.63037 pct  
Pressure : 1007.94425 hPa,  Temp : 30.44468 deg,  Hum : 68.24177 pct  
Pressure : 1008.02561 hPa,  Temp : 30.46000 deg,  Hum : 68.38824 pct  
Pressure : 1008.00058 hPa,  Temp : 30.44468 deg,  Hum : 68.17189 pct  
Pressure : 1007.90773 hPa,  Temp : 30.43958 deg,  Hum : 68.15995 pct  
Pressure : 1007.96407 hPa,  Temp : 30.43958 deg,  Hum : 68.04348 pct  
Pressure : 1007.91293 hPa,  Temp : 30.46000 deg,  Hum : 68.37077 pct  
Pressure : 1007.96927 hPa,  Temp : 30.46000 deg,  Hum : 68.16696 pct  
Pressure : 1008.03396 hPa,  Temp : 30.46510 deg,  Hum : 68.07408 pct  
Pressure : 1007.90979 hPa,  Temp : 30.47532 deg,  Hum : 68.72686 pct  
Pressure : 1007.92648 hPa,  Temp : 30.48553 deg,  Hum : 67.98208 pct  
Pressure : 1007.95573 hPa,  Temp : 30.43447 deg,  Hum : 69.25419 pct  
Pressure : 1007.97242 hPa,  Temp : 30.44468 deg,  Hum : 68.02631 pct  
Pressure : 1007.96721 hPa,  Temp : 30.42426 deg,  Hum : 67.96689 pct  
Pressure : 1007.93904 hPa,  Temp : 30.42426 deg,  Hum : 67.93195 pct  
Pressure : 1007.90145 hPa,  Temp : 30.47021 deg,  Hum : 68.22579 pct  
Pressure : 1007.91813 hPa,  Temp : 30.48042 deg,  Hum : 67.97014 pct  
Pressure : 1007.96819 hPa,  Temp : 30.51105 deg,  Hum : 67.93696 pct  
Pressure : 1007.98172 hPa,  Temp : 30.53658 deg,  Hum : 67.90349 pct  
Pressure : 1007.95984 hPa,  Temp : 30.50595 deg,  Hum : 67.87842 pct  
Pressure : 1007.78877 hPa,  Temp : 30.47021 deg,  Hum : 69.22725 pct  
Pressure : 1007.96299 hPa,  Temp : 30.49063 deg,  Hum : 68.00567 pct  
Pressure : 1007.98487 hPa,  Temp : 30.52127 deg,  Hum : 68.01909 pct  
Pressure : 1007.89925 hPa,  Temp : 30.57232 deg,  Hum : 67.91137 pct  
Pressure : 1007.93057 hPa,  Temp : 30.55701 deg,  Hum : 67.82894 pct  
Pressure : 1007.88257 hPa,  Temp : 30.56211 deg,  Hum : 66.47168 pct  
Pressure : 1007.87941 hPa,  Temp : 30.57743 deg,  Hum : 67.52717 pct  
Pressure : 1007.85958 hPa,  Temp : 30.58253 deg,  Hum : 67.85370 pct  
Pressure : 1007.89516 hPa,  Temp : 30.50084 deg,  Hum : 67.39467 pct  
Pressure : 1007.88162 hPa,  Temp : 30.47532 deg,  Hum : 67.89996 pct  
Pressure : 1007.88996 hPa,  Temp : 30.48042 deg,  Hum : 67.81289 pct  
Pressure : 1007.93687 hPa,  Temp : 30.52637 deg,  Hum : 68.06598 pct  
Pressure : 1007.93687 hPa,  Temp : 30.52637 deg,  Hum : 68.19412 pct  
Pressure : 1007.93687 hPa,  Temp : 30.52637 deg,  Hum : 67.76310 pct  
Pressure : 1007.96299 hPa,  Temp : 30.49063 deg,  Hum : 67.63292 pct  
Pressure : 1007.94630 hPa,  Temp : 30.48042 deg,  Hum : 67.59156 pct  
Pressure : 1007.91389 hPa,  Temp : 30.54679 deg,  Hum : 67.86912 pct  
Pressure : 1007.93372 hPa,  Temp : 30.54169 deg,  Hum : 67.68825 pct  
Pressure : 1007.89925 hPa,  Temp : 30.57232 deg,  Hum : 67.81234 pct  
Pressure : 1007.99934 hPa,  Temp : 30.63359 deg,  Hum : 68.25279 pct  
Pressure : 1007.98785 hPa,  Temp : 30.64380 deg,  Hum : 68.27668 pct  
Pressure : 1007.97320 hPa,  Temp : 30.66933 deg,  Hum : 67.96939 pct  
Pressure : 1007.54534 hPa,  Temp : 30.64891 deg,  Hum : 68.24785 pct  
Pressure : 1007.86273 hPa,  Temp : 30.56722 deg,  Hum : 67.82370 pct  
Pressure : 1007.98172 hPa,  Temp : 30.53658 deg,  Hum : 67.37339 pct  
Pressure : 1007.93796 hPa,  Temp : 30.47532 deg,  Hum : 67.59710 pct  
Pressure : 1007.96514 hPa,  Temp : 30.38852 deg,  Hum : 67.37668 pct  
Pressure : 1007.95159 hPa,  Temp : 30.36299 deg,  Hum : 67.88184 pct  
Pressure : 1007.92656 hPa,  Temp : 30.34768 deg,  Hum : 67.90425 pct  
Pressure : 1007.94535 hPa,  Temp : 30.25577 deg,  Hum : 68.29476 pct  
Pressure : 1007.92657 hPa,  Temp : 30.20982 deg,  Hum : 68.22223 pct  
Pressure : 1007.92657 hPa,  Temp : 30.20982 deg,  Hum : 68.37936 pct  
Pressure : 1007.95370 hPa,  Temp : 30.26088 deg,  Hum : 67.96327 pct  
Pressure : 1007.93075 hPa,  Temp : 30.28130 deg,  Hum : 68.29043 pct  
Pressure : 1007.95891 hPa,  Temp : 30.28130 deg,  Hum : 68.51161 pct  
Pressure : 1007.92656 hPa,  Temp : 30.34768 deg,  Hum : 68.15460 pct  
Pressure : 1007.83579 hPa,  Temp : 30.37831 deg,  Hum : 68.33687 pct  
Pressure : 1007.95366 hPa,  Temp : 30.39873 deg,  Hum : 68.13428 pct  
Pressure : 1007.88692 hPa,  Temp : 30.35789 deg,  Hum : 68.16683 pct  
Pressure : 1007.92970 hPa,  Temp : 30.33236 deg,  Hum : 68.04891 pct  
Pressure : 1007.91928 hPa,  Temp : 30.29151 deg,  Hum : 67.93011 pct  
Pressure : 1007.87547 hPa,  Temp : 30.23025 deg,  Hum : 68.51442 pct  
Pressure : 1007.91715 hPa,  Temp : 30.11792 deg,  Hum : 68.45541 pct  
Pressure : 1007.87332 hPa,  Temp : 30.05666 deg,  Hum : 68.62051 pct  
Pressure : 1007.91392 hPa,  Temp : 29.99539 deg,  Hum : 68.80881 pct  
Pressure : 1007.85026 hPa,  Temp : 29.93923 deg,  Hum : 69.19506 pct  
Pressure : 1007.79805 hPa,  Temp : 29.87286 deg,  Hum : 69.37126 pct  
Pressure : 1007.86579 hPa,  Temp : 29.86264 deg,  Hum : 69.21366 pct  
Pressure : 1007.90014 hPa,  Temp : 29.83201 deg,  Hum : 69.45595 pct  
Pressure : 1007.90014 hPa,  Temp : 29.83201 deg,  Hum : 69.55477 pct  
Pressure : 1007.92518 hPa,  Temp : 29.84733 deg,  Hum : 69.50340 pct  
Pressure : 1008.00961 hPa,  Temp : 29.84733 deg,  Hum : 69.74173 pct  
Pressure : 1007.93877 hPa,  Temp : 29.87286 deg,  Hum : 69.72587 pct  
Pressure : 1007.80853 hPa,  Temp : 29.91370 deg,  Hum : 69.14118 pct  
Pressure : 1007.93470 hPa,  Temp : 29.93923 deg,  Hum : 69.19506 pct  
Pressure : 1007.82947 hPa,  Temp : 29.99539 deg,  Hum : 69.18102 pct  
Pressure : 1007.81278 hPa,  Temp : 29.98518 deg,  Hum : 68.79656 pct  
Pressure : 1007.64701 hPa,  Temp : 29.96986 deg,  Hum : 68.69677 pct  
Pressure : 1007.79708 hPa,  Temp : 29.92391 deg,  Hum : 69.11854 pct  
Pressure : 1007.74894 hPa,  Temp : 29.79117 deg,  Hum : 68.84889 pct  
Pressure : 1007.40504 hPa,  Temp : 29.82180 deg,  Hum : 68.69957 pct  
Pressure : 1007.76133 hPa,  Temp : 29.72990 deg,  Hum : 69.02540 pct  
Pressure : 1007.44134 hPa,  Temp : 29.68905 deg,  Hum : 68.96481 pct  
Pressure : 1007.42989 hPa,  Temp : 29.69927 deg,  Hum : 68.90150 pct  
Pressure : 1007.42679 hPa,  Temp : 29.71458 deg,  Hum : 69.03029 pct  
Pressure : 1007.59561 hPa,  Temp : 29.71458 deg,  Hum : 68.78036 pct  
Pressure : 1007.26515 hPa,  Temp : 29.63289 deg,  Hum : 69.22873 pct  
Pressure : 1007.32237 hPa,  Temp : 29.58184 deg,  Hum : 69.27210 pct  
Pressure : 1007.14188 hPa,  Temp : 29.45420 deg,  Hum : 69.44436 pct  
Pressure : 1006.99911 hPa,  Temp : 29.41846 deg,  Hum : 69.62219 pct  
Pressure : 1007.83004 hPa,  Temp : 29.34188 deg,  Hum : 69.80905 pct  
Pressure : 1006.89374 hPa,  Temp : 29.33677 deg,  Hum : 70.04097 pct  
Pressure : 1007.50796 hPa,  Temp : 29.26529 deg,  Hum : 70.37312 pct  
Pressure : 1007.06514 hPa,  Temp : 29.18360 deg,  Hum : 70.40274 pct  
Pressure : 1006.76823 hPa,  Temp : 29.12234 deg,  Hum : 70.28858 pct  
Pressure : 1007.33739 hPa,  Temp : 29.04065 deg,  Hum : 70.88668 pct  
Pressure : 1007.17346 hPa,  Temp : 28.92322 deg,  Hum : 71.14579 pct  
Pressure : 1006.65180 hPa,  Temp : 28.86196 deg,  Hum : 71.40845 pct  
Pressure : 1007.26997 hPa,  Temp : 28.86196 deg,  Hum : 71.77365 pct  
Pressure : 1006.71941 hPa,  Temp : 28.85175 deg,  Hum : 71.62805 pct  
Pressure : 1007.00344 hPa,  Temp : 28.83643 deg,  Hum : 71.78353 pct  
Pressure : 1006.63595 hPa,  Temp : 28.80069 deg,  Hum : 71.85648 pct  
Pressure : 1006.46905 hPa,  Temp : 28.69858 deg,  Hum : 72.09876 pct  
Pressure : 1006.98382 hPa,  Temp : 28.65263 deg,  Hum : 72.20571 pct  
Pressure : 1006.36362 hPa,  Temp : 28.61689 deg,  Hum : 72.60295 pct  
Pressure : 1006.76824 hPa,  Temp : 28.60668 deg,  Hum : 72.36477 pct  
Pressure : 1006.79179 hPa,  Temp : 28.53520 deg,  Hum : 72.62048 pct  
Pressure : 1006.24230 hPa,  Temp : 28.47394 deg,  Hum : 72.66257 pct  
Pressure : 1006.95268 hPa,  Temp : 28.47904 deg,  Hum : 72.87136 pct  
Pressure : 1006.25448 hPa,  Temp : 28.41267 deg,  Hum : 73.08092 pct  
Pressure : 1006.14217 hPa,  Temp : 28.41267 deg,  Hum : 73.02303 pct  
Pressure : 1006.39487 hPa,  Temp : 28.41267 deg,  Hum : 72.83779 pct  
Pressure : 1006.76595 hPa,  Temp : 28.38204 deg,  Hum : 73.15980 pct  
Pressure : 1006.57850 hPa,  Temp : 28.33609 deg,  Hum : 73.14499 pct  
Pressure : 1006.04281 hPa,  Temp : 28.30035 deg,  Hum : 73.39710 pct  
Pressure : 1005.74314 hPa,  Temp : 28.25440 deg,  Hum : 73.56163 pct  
Pressure : 1006.42823 hPa,  Temp : 28.24419 deg,  Hum : 73.61297 pct  
Pressure : 1006.62775 hPa,  Temp : 28.22887 deg,  Hum : 73.67551 pct  
Pressure : 1006.31668 hPa,  Temp : 28.19314 deg,  Hum : 74.20510 pct  
Pressure : 1005.75304 hPa,  Temp : 28.15740 deg,  Hum : 73.89019 pct  
Pressure : 1005.82055 hPa,  Temp : 28.14719 deg,  Hum : 74.22489 pct  
Pressure : 1005.80690 hPa,  Temp : 28.12166 deg,  Hum : 74.08424 pct  
Pressure : 1005.63547 hPa,  Temp : 28.13698 deg,  Hum : 74.05644 pct  
Pressure : 1005.55431 hPa,  Temp : 28.12166 deg,  Hum : 73.98593 pct  
Pressure : 1005.36620 hPa,  Temp : 28.12676 deg,  Hum : 74.16558 pct  
